YEAR,MO,DY,QV2M,RH2M,PRECTOTCORR,T2M,TS,WS2M,CLRSKY_SFC_SW_DWN,PS,WS10M
2015,11,19,9.03,83.94,36.4,15.14,15.26,3.49,8.18,100.47,5.19
2015,11,20,6.35,65.81,0.01,14.72,15.62,2.17,8.92,101.24,3.18
2015,11,21,7.51,63.44,0.0,17.44,17.69,2.77,8.95,101.03,4.22
2015,11,22,9.4,71.44,0.15,19.09,19.76,1.73,8.75,101.16,2.66
2015,11,23,7.75,61.31,0.0,18.75,19.22,3.41,8.79,101.2,4.98
2015,11,24,7.75,63.06,0.0,18.14,18.65,3.45,9.11,100.97,5.08
2015,11,25,9.58,69.31,0.0,19.83,20.64,3.25,8.85,101.07,4.73
2015,11,26,10.74,74.31,0.93,20.23,20.69,3.55,8.44,100.99,5.15
2015,11,27,11.47,83.75,45.5,19.12,19.23,3.95,8.29,100.5,5.77
2015,11,28,7.87,65.06,0.0,18.05,18.55,3.96,9.04,101.05,5.8
2015,11,29,7.39,58.0,0.0,18.87,18.6,2.26,9.15,101.56,3.36
2015,11,30,9.4,60.31,0.0,22.01,21.47,1.66,9.0,101.48,2.49
2015,12,1,9.7,61.06,0.0,22.48,22.83,1.42,8.87,101.4,2.39
2015,12,2,10.99,67.88,0.0,22.76,23.36,3.5,8.85,101.51,5.16
2015,12,3,12.15,74.31,6.72,22.37,23.3,2.3,8.79,101.1,3.37
2015,12,4,12.21,72.81,0.67,23.11,24.08,2.06,8.28,100.72,3.04
2015,12,5,9.95,64.44,0.03,21.83,22.68,3.37,8.9,101.33,4.92
2015,12,6,5.86,51.44,0.0,17.69,19.03,2.55,9.69,101.53,3.58
2015,12,7,7.14,50.75,0.0,20.77,21.7,2.3,8.96,101.15,3.4
2015,12,8,8.36,51.44,3.38,23.5,24.34,2.3,9.02,100.7,3.33
2015,12,9,10.8,67.0,0.69,22.45,23.33,1.88,9.28,100.78,2.81
2015,12,10,9.7,56.19,0.0,24.69,25.44,2.58,9.32,100.59,3.98
2015,12,11,10.68,51.25,0.0,27.49,27.91,3.2,9.13,100.3,4.88
2015,12,12,12.02,56.5,0.04,27.52,28.52,2.62,8.73,100.26,3.8
2015,12,13,13.24,63.06,1.51,27.26,28.4,1.69,8.8,100.12,2.48
2015,12,14,13.0,73.38,5.09,23.59,24.19,1.63,8.61,100.53,2.45
2015,12,15,9.83,61.06,0.0,23.48,25.08,3.2,9.27,101.37,4.55
2015,12,16,8.36,48.69,0.0,24.83,25.89,4.05,9.33,101.1,5.84
2015,12,17,12.21,73.75,13.73,22.01,22.25,3.32,8.21,100.24,4.89
2015,12,18,7.08,51.0,0.04,20.81,21.77,4.66,9.34,100.79,6.71
2015,12,19,6.23,49.12,0.0,19.64,20.68,2.59,9.6,101.56,3.79
2015,12,20,8.3,56.94,0.0,21.55,22.92,2.89,9.49,101.41,4.25
2015,12,21,12.39,67.69,1.49,24.72,25.84,2.62,8.98,100.73,3.8
2015,12,22,15.93,89.62,23.55,23.21,23.4,2.22,8.38,100.28,3.34
2015,12,23,14.83,85.31,1.31,22.89,22.83,1.51,8.67,100.51,2.35
2015,12,24,11.47,67.88,0.02,23.06,23.94,2.19,9.33,101.24,3.23
2015,12,25,12.76,68.88,0.0,24.9,25.72,2.54,9.28,101.29,3.77
2015,12,26,11.96,65.19,0.0,24.76,25.48,2.18,9.34,100.85,3.31
2015,12,27,13.43,62.5,0.0,27.58,28.7,2.0,9.13,100.42,3.04
2015,12,28,15.44,63.69,0.0,29.44,30.19,2.27,9.16,100.55,3.43
2015,12,29,16.6,75.5,5.36,27.16,27.58,1.75,8.59,100.65,2.62
2015,12,30,13.55,63.38,0.93,27.6,28.56,2.35,8.68,100.5,3.4
2015,12,31,13.98,69.88,0.76,25.77,26.79,1.96,8.61,100.74,2.86
2016,1,1,14.59,74.19,15.57,25.32,26.38,2.32,8.57,100.9,3.33
2016,1,2,14.83,71.25,0.06,26.53,27.64,2.59,8.83,101.06,3.74
2016,1,3,14.65,71.56,0.0,26.08,26.61,3.02,8.55,100.94,4.37
2016,1,4,17.33,81.38,3.56,26.41,26.65,2.01,8.16,100.74,2.98
2016,1,5,14.71,70.19,3.69,26.58,27.33,4.02,8.26,100.99,5.81
2016,1,6,8.36,52.94,0.0,22.92,24.12,3.45,9.29,101.4,4.95
2016,1,7,8.73,54.06,0.0,23.59,24.7,2.97,9.23,101.3,4.32
2016,1,8,9.64,53.88,0.16,24.76,25.83,1.07,8.95,100.99,1.65
2016,1,9,11.23,60.62,0.19,24.64,25.88,3.6,8.83,101.27,5.11
2016,1,10,12.76,68.19,1.7,25.17,26.73,1.99,8.68,100.97,2.9
2016,1,11,12.33,60.19,0.0,27.14,29.04,1.02,9.06,100.63,1.59
2016,1,12,13.12,60.69,0.1,27.48,28.44,3.06,8.36,100.41,4.45
2016,1,13,10.38,57.25,0.0,24.99,26.75,2.89,9.07,101.0,4.09
2016,1,14,9.89,48.12,0.0,27.42,28.76,2.87,8.93,100.86,4.22
2016,1,15,10.86,52.38,0.16,27.12,28.43,3.71,8.93,100.85,5.31
2016,1,16,9.83,46.94,0.0,27.81,29.54,2.53,8.9,100.93,3.7
2016,1,17,11.84,51.44,0.15,28.77,29.61,3.24,8.48,100.87,4.7
2016,1,18,9.03,47.06,0.0,26.4,28.48,3.83,8.94,101.3,5.37
2016,1,19,9.58,51.88,0.42,24.73,26.3,2.8,8.81,101.3,3.95
2016,1,20,13.31,61.62,3.94,27.25,28.3,3.2,8.2,101.13,4.55
2016,1,21,13.92,64.38,1.61,26.91,27.82,3.55,8.18,101.24,5.05
2016,1,22,13.61,51.88,2.56,31.35,32.01,3.55,8.37,100.76,5.25
2016,1,23,12.27,62.06,5.52,25.69,27.2,4.48,8.61,101.05,6.36
2016,1,24,13.12,56.56,0.18,29.39,30.0,5.27,8.31,100.11,7.62
2016,1,25,9.83,55.44,2.4,24.81,25.93,4.03,8.86,100.35,5.83
2016,1,26,8.12,46.44,0.0,24.18,25.82,3.0,8.72,101.02,4.33
2016,1,27,7.57,48.56,0.0,22.78,24.37,2.84,8.89,101.32,4.1
2016,1,28,9.58,58.31,0.03,22.96,23.98,2.7,8.25,101.24,3.95
2016,1,29,13.06,68.75,3.82,25.01,25.92,1.81,7.76,101.04,2.66
2016,1,30,12.76,69.56,0.05,24.47,25.29,2.19,8.19,101.24,3.21
2016,1,31,9.03,56.38,0.16,23.41,24.96,3.3,8.73,101.59,4.77
2016,2,1,8.48,57.69,0.0,21.9,23.99,2.94,8.7,101.83,4.14
2016,2,2,10.5,60.75,0.0,24.62,26.58,2.78,8.66,101.5,4.02
2016,2,3,11.41,62.25,0.0,24.73,25.36,2.64,8.22,101.03,3.89
2016,2,4,11.17,54.69,0.0,27.25,29.4,2.15,8.16,100.82,3.16
2016,2,5,12.02,55.31,0.0,28.44,30.06,2.24,8.09,101.16,3.25
2016,2,6,12.94,52.88,0.01,30.16,31.78,3.12,7.88,101.27,4.45
2016,2,7,14.89,61.81,19.28,28.85,29.55,3.99,7.72,100.79,5.74
2016,2,8,15.5,85.81,13.26,23.54,23.91,2.64,7.36,100.52,3.82
2016,2,9,13.31,70.56,1.59,25.36,25.75,2.34,8.36,100.88,3.56
2016,2,10,13.24,67.38,0.0,25.83,26.69,2.4,8.25,101.26,3.58
2016,2,11,13.31,61.06,0.0,27.44,28.11,2.74,7.95,100.91,4.09
2016,2,12,15.99,63.62,1.5,29.6,29.94,2.36,7.89,100.37,3.55
2016,2,13,16.36,77.0,39.63,26.09,26.02,2.95,7.41,100.34,4.38
2016,2,14,12.57,67.5,0.0,24.93,25.71,1.66,8.17,100.75,2.61
2016,2,15,14.1,64.5,0.0,27.11,27.6,1.68,7.65,100.7,2.64
2016,2,16,16.6,74.06,18.48,27.51,27.8,3.34,7.72,100.26,4.9
2016,2,17,17.21,82.62,24.98,25.84,26.06,2.67,7.42,100.22,3.95
2016,2,18,13.92,73.25,0.0,24.87,25.03,1.66,7.77,100.88,2.68
2016,2,19,15.38,88.38,24.75,22.9,22.89,3.01,7.29,100.86,4.41
2016,2,20,12.45,75.44,0.04,22.44,23.26,2.12,7.79,101.26,3.13
2016,2,21,14.16,76.19,0.0,24.41,24.74,2.48,7.72,101.11,3.79
2016,2,22,15.08,77.62,0.0,25.13,25.55,2.33,7.63,100.98,3.52
2016,2,23,15.38,73.38,0.0,26.64,27.23,1.48,7.49,100.94,2.38
2016,2,24,15.5,70.44,0.35,27.5,28.16,1.73,7.34,100.57,2.66
2016,2,25,9.95,60.12,0.01,23.15,24.43,2.64,7.76,100.62,3.8
2016,2,26,11.9,79.62,19.24,20.28,20.28,2.77,7.08,100.21,4.12
2016,2,27,7.93,61.69,0.0,19.22,19.68,2.52,7.73,100.89,3.76
2016,2,28,9.4,61.12,0.0,21.94,21.86,2.48,7.59,101.26,3.68
2016,2,29,11.11,64.38,0.05,23.54,24.21,2.16,7.12,101.5,3.2
2016,3,1,11.54,75.62,5.1,21.01,21.58,4.38,7.1,101.74,6.3
2016,3,2,9.46,66.69,0.13,20.08,20.58,3.52,7.26,101.77,5.09
2016,3,3,11.54,74.06,0.0,21.58,22.39,2.24,7.08,101.42,3.3
2016,3,4,11.96,75.5,2.04,21.82,22.5,2.06,6.78,101.06,2.98
2016,3,5,9.58,68.19,0.45,20.23,21.13,4.16,7.17,101.15,6.01
2016,3,6,6.65,59.31,0.0,17.33,18.18,2.61,7.45,101.33,3.79
2016,3,7,8.3,63.75,0.0,19.37,19.94,1.2,7.24,101.49,1.98
2016,3,8,9.46,61.62,0.0,22.28,22.85,1.03,6.92,101.25,1.61
2016,3,9,9.89,66.62,0.06,20.94,21.87,3.65,6.5,101.37,5.27
2016,3,10,8.85,75.94,3.18,16.94,17.88,3.56,6.72,101.75,5.12
2016,3,11,8.73,69.25,0.49,18.96,19.73,2.29,6.8,101.51,3.38
2016,3,12,8.61,68.0,0.01,18.93,19.98,2.32,6.83,101.94,3.33
2016,3,13,8.61,65.69,0.0,19.72,21.05,1.84,6.85,101.99,2.87
2016,3,14,9.7,65.94,0.0,21.79,22.76,2.23,6.71,101.72,3.42
2016,3,15,11.78,69.19,0.0,23.65,24.2,1.97,6.47,101.54,3.08
2016,3,16,12.82,65.31,0.0,26.34,27.16,2.18,6.29,101.46,3.3
2016,3,17,12.63,60.94,0.0,27.2,27.51,3.65,6.34,100.91,5.38
2016,3,18,10.74,77.69,36.48,19.11,19.09,4.02,5.78,101.23,5.88
2016,3,19,7.26,66.94,0.0,16.05,16.9,3.55,6.56,102.11,5.14
2016,3,20,8.06,70.0,3.41,16.98,17.53,2.87,6.34,101.99,4.29
2016,3,21,9.64,77.5,4.31,18.08,18.48,1.65,6.25,101.54,2.62
2016,3,22,9.77,72.5,0.02,19.55,19.57,0.88,6.27,101.5,1.42
2016,3,23,9.89,73.75,0.0,19.54,19.89,2.0,6.2,101.31,3.19
2016,3,24,9.46,69.25,0.0,19.69,20.12,3.45,5.94,101.72,5.09
2016,3,25,8.97,72.94,0.0,17.63,18.08,4.79,5.84,102.17,6.92
2016,3,26,10.8,84.12,2.95,18.28,18.61,3.62,5.93,101.93,5.24
2016,3,27,10.86,78.69,0.88,19.68,20.26,3.59,5.7,101.42,5.23
2016,3,28,9.64,70.5,0.0,19.94,19.98,2.7,5.77,101.3,3.99
2016,3,29,9.4,61.5,0.0,21.78,21.77,1.12,5.85,101.52,1.82
2016,3,30,10.56,69.88,0.0,21.83,22.33,2.31,5.75,101.54,3.56
2016,3,31,11.29,69.75,0.0,23.04,23.51,2.52,5.74,101.39,3.8
2016,4,1,13.43,75.31,2.9,23.76,23.9,3.78,5.1,100.95,5.54
2016,4,2,13.43,87.69,51.87,20.75,20.59,2.89,5.01,100.54,4.34
2016,4,3,10.44,78.56,0.02,18.99,19.12,2.08,5.36,101.35,3.16
2016,4,4,11.29,86.06,15.57,18.45,18.3,3.27,4.98,101.37,4.91
2016,4,5,11.41,89.56,3.03,18.05,18.07,1.98,5.16,101.28,3.02
2016,4,6,11.96,86.31,12.0,19.44,19.46,2.2,4.94,101.01,3.37
2016,4,7,11.47,84.75,0.7,19.13,18.97,2.07,5.3,101.17,2.96
2016,4,8,12.21,91.31,5.4,18.72,18.61,2.39,4.88,101.07,3.64
2016,4,9,11.05,84.56,2.66,18.6,18.8,3.45,5.02,101.39,5.08
2016,4,10,8.54,78.06,1.37,16.05,16.41,4.41,5.08,101.94,6.39
2016,4,11,9.22,80.62,0.12,16.47,16.84,4.25,4.94,102.13,6.14
2016,4,12,10.44,80.12,1.18,18.68,18.8,4.28,4.86,102.01,6.23
2016,4,13,11.84,89.0,7.2,18.69,18.72,2.88,4.55,101.03,4.34
2016,4,14,11.47,84.81,0.6,18.96,19.17,1.62,4.8,100.85,2.62
2016,4,15,16.6,92.62,15.8,23.2,22.91,3.18,4.34,100.17,4.82
2016,4,16,13.55,87.12,18.63,21.1,20.71,2.59,4.55,100.64,3.92
2016,4,17,10.44,85.25,7.01,17.37,17.48,4.16,4.41,101.15,6.06
2016,4,18,9.22,81.88,3.08,16.24,16.49,4.32,4.51,101.33,6.27
2016,4,19,10.25,89.38,25.95,16.26,16.23,3.07,4.39,100.75,4.63
2016,4,20,8.73,86.94,0.09,14.12,14.08,1.99,4.84,100.98,3.24
2016,4,21,7.87,77.94,0.15,14.65,14.5,2.37,4.61,101.27,3.79
2016,4,22,8.0,79.81,0.0,14.48,14.26,2.78,4.72,101.41,4.44
2016,4,23,10.68,84.56,0.12,17.79,17.48,1.62,4.18,100.41,2.51
2016,4,24,9.22,85.31,16.78,15.32,15.12,3.51,4.16,100.75,5.2
2016,4,25,6.77,82.62,4.12,11.15,11.23,4.25,4.49,101.33,6.24
2016,4,26,4.88,72.56,0.02,8.62,9.24,4.52,4.58,101.77,6.55
2016,4,27,4.82,80.88,0.0,6.92,7.78,3.5,4.56,102.05,5.11
2016,4,28,5.25,79.81,0.0,8.31,8.99,2.02,4.49,102.07,3.14
2016,4,29,5.49,78.25,0.0,9.44,9.83,2.75,4.41,102.23,4.18
2016,4,30,5.07,79.31,0.0,7.93,8.49,1.73,4.44,102.31,2.76
2016,5,1,6.1,81.44,0.0,10.09,10.11,2.25,4.22,101.77,3.66
2016,5,2,7.81,82.62,0.0,13.61,13.88,1.61,3.97,101.93,2.48
2016,5,3,5.74,77.44,0.0,10.19,10.45,2.14,4.27,102.26,3.19
2016,5,4,6.77,80.62,0.0,11.74,11.56,0.97,3.93,101.86,1.62
2016,5,5,8.18,92.12,1.74,12.46,12.36,1.52,3.79,102.0,2.41
2016,5,6,7.32,84.81,0.51,12.32,12.64,3.13,3.65,102.16,4.55
2016,5,7,6.77,83.62,0.0,11.3,11.72,2.47,3.88,102.2,3.7
2016,5,8,8.61,89.62,0.0,13.45,13.5,2.35,3.55,101.76,3.55
2016,5,9,9.4,88.38,0.0,15.31,15.31,1.4,3.71,101.65,2.31
2016,5,10,8.54,85.75,0.0,14.42,14.43,3.07,3.53,101.99,4.53
2016,5,11,6.16,82.5,0.0,10.33,10.72,2.5,3.77,102.39,3.84
2016,5,12,6.1,83.75,0.0,9.98,10.28,1.88,3.67,102.56,3.08
2016,5,13,6.29,82.5,0.0,10.58,10.89,1.74,3.45,102.37,2.84
2016,5,14,7.63,88.5,0.0,11.81,11.94,2.11,3.42,101.66,3.29
2016,5,15,7.75,88.56,3.0,12.23,12.33,3.57,3.31,101.24,5.19
2016,5,16,5.55,80.81,0.69,8.98,9.39,3.84,3.83,101.93,5.6
2016,5,17,4.94,80.5,0.0,7.42,7.9,2.53,3.76,102.0,3.84
2016,5,18,5.25,80.25,0.0,8.29,8.73,1.7,3.68,102.16,2.72
2016,5,19,5.8,81.69,0.0,9.45,9.26,1.57,3.4,102.19,2.62
2016,5,20,6.71,84.0,0.0,11.13,10.84,1.21,3.36,102.25,2.05
2016,5,21,6.96,85.44,0.19,11.44,11.34,0.87,3.33,102.23,1.45
2016,5,22,5.8,83.12,0.01,9.1,9.34,2.07,3.47,102.17,3.26
2016,5,23,5.31,79.81,0.0,8.62,8.55,1.23,3.52,102.53,2.23
2016,5,24,6.53,85.62,0.0,10.21,10.14,2.27,3.43,102.45,3.61
2016,5,25,7.45,86.12,0.0,12.08,12.03,1.67,3.35,102.0,2.7
2016,5,26,7.26,84.94,0.0,12.12,12.38,2.77,3.2,102.27,4.05
2016,5,27,7.57,87.62,0.38,12.25,12.29,3.5,3.24,102.54,5.09
2016,5,28,8.06,89.69,10.1,12.83,12.7,4.53,3.13,102.44,6.59
2016,5,29,9.4,94.12,14.75,14.21,14.08,2.66,2.97,101.3,3.99
2016,5,30,7.69,86.19,1.13,12.43,12.42,4.45,3.08,100.49,6.44
2016,5,31,6.47,77.56,0.48,11.56,11.59,5.43,3.3,100.69,7.85
2016,6,1,5.55,80.44,0.03,8.89,9.01,4.71,3.33,101.02,6.87
2016,6,2,5.86,91.31,2.8,7.42,7.5,3.45,3.22,101.05,5.05
2016,6,3,5.62,85.19,0.31,8.19,8.23,1.64,3.23,101.42,2.31
2016,6,4,6.16,91.31,6.65,8.36,7.71,1.38,3.13,101.58,2.11
2016,6,5,5.49,86.44,0.2,7.59,7.78,1.74,3.08,101.71,2.55
2016,6,6,5.19,79.5,0.0,8.0,8.0,3.6,3.13,101.42,5.37
2016,6,7,4.82,76.38,0.0,7.86,7.9,4.3,3.31,101.38,6.27
2016,6,8,3.66,70.5,0.0,5.17,4.92,3.34,3.36,102.02,5.1
2016,6,9,4.27,77.88,0.33,5.43,5.12,1.97,3.03,102.11,2.99
2016,6,10,4.21,82.25,0.01,4.85,5.2,3.76,3.26,102.64,5.45
2016,6,11,3.54,73.88,0.0,4.36,4.37,3.15,3.33,102.5,4.79
2016,6,12,4.39,81.75,0.0,5.55,5.54,1.73,3.25,102.57,2.87
2016,6,13,5.0,84.19,0.0,6.23,5.87,2.28,3.18,102.38,3.7
2016,6,14,5.55,77.81,0.0,9.43,8.61,1.25,3.05,102.2,2.05
2016,6,15,5.92,79.62,0.0,10.08,9.09,1.25,2.99,102.26,1.98
2016,6,16,6.1,83.38,0.0,9.93,9.39,1.23,3.01,102.23,2.16
2016,6,17,5.49,81.69,0.0,8.23,7.13,1.73,3.08,102.1,2.8
2016,6,18,5.68,83.31,0.02,8.44,7.21,1.51,3.09,102.22,2.46
2016,6,19,5.13,88.88,0.01,5.94,5.9,2.04,3.15,102.57,3.37
2016,6,20,5.13,87.31,0.0,6.12,6.33,2.01,3.24,102.83,3.21
2016,6,21,5.37,85.12,0.0,7.55,7.37,1.88,3.13,102.75,3.1
2016,6,22,5.98,89.0,0.0,8.02,7.71,1.4,3.08,102.23,2.27
2016,6,23,6.77,89.19,0.0,9.91,9.9,1.48,2.92,101.94,2.55
2016,6,24,7.14,95.06,0.0,9.51,9.15,1.33,2.79,102.04,2.31
2016,6,25,6.59,91.56,0.65,9.12,8.89,3.28,2.79,102.3,4.85
2016,6,26,6.29,90.56,7.86,8.83,8.82,5.33,2.82,102.3,7.63
2016,6,27,7.45,94.12,11.21,10.65,10.23,2.72,2.64,102.08,4.15
2016,6,28,5.74,87.25,0.04,8.05,8.09,2.61,2.88,101.98,3.98
2016,6,29,6.77,88.56,0.0,10.05,10.09,2.17,2.98,101.75,3.38
2016,6,30,9.22,94.12,0.69,13.59,13.25,1.35,2.46,101.77,2.23
2016,7,1,8.48,95.06,2.88,12.53,12.31,1.31,2.52,101.67,2.06
2016,7,2,8.0,96.06,27.81,11.44,11.26,2.2,2.71,101.71,3.3
2016,7,3,8.48,94.94,14.49,12.4,12.45,1.62,2.76,101.31,2.48
2016,7,4,7.32,94.44,32.95,10.41,10.33,3.44,2.88,101.43,4.95
2016,7,5,5.86,86.38,2.85,8.58,8.93,3.11,2.84,101.48,4.41
2016,7,6,5.49,80.19,6.87,8.87,8.89,3.11,3.21,101.28,4.57
2016,7,7,5.86,84.56,0.0,8.97,8.76,2.5,3.27,101.6,3.93
2016,7,8,6.77,88.06,0.0,9.93,9.63,2.1,3.27,101.76,3.4
2016,7,9,7.39,90.31,0.0,10.62,10.26,2.15,3.08,101.38,3.53
2016,7,10,7.57,86.81,0.0,12.19,12.33,0.96,3.09,101.16,1.73
2016,7,11,8.36,90.88,5.53,12.52,12.2,2.06,2.77,100.82,3.22
2016,7,12,5.8,81.5,0.77,9.4,9.37,3.67,3.4,101.29,5.48
2016,7,13,5.68,82.12,0.0,8.86,8.66,1.84,3.31,101.37,2.98
2016,7,14,6.65,89.44,3.31,9.49,9.61,2.55,3.2,101.07,3.77
2016,7,15,5.74,81.69,1.14,9.08,9.4,3.04,3.3,101.39,4.34
2016,7,16,4.58,80.75,0.04,6.16,6.58,4.79,3.45,101.98,6.8
2016,7,17,4.46,85.0,0.0,4.94,5.11,2.62,3.5,102.47,3.81
2016,7,18,4.94,82.44,0.0,6.73,6.27,1.57,3.46,102.66,2.45
2016,7,19,4.39,77.38,0.0,6.5,5.77,1.7,3.53,102.66,2.7
2016,7,20,4.82,84.5,0.0,6.21,5.6,1.59,3.54,102.51,2.59
2016,7,21,4.94,82.31,0.0,6.59,6.02,1.35,3.5,102.27,2.28
2016,7,22,5.8,87.44,0.0,7.94,7.87,1.81,3.54,101.83,2.91
2016,7,23,6.53,86.38,0.0,10.03,9.65,1.79,3.38,101.3,2.75
2016,7,24,5.86,86.25,0.0,8.54,8.89,3.95,3.49,101.88,5.61
2016,7,25,6.96,93.31,23.08,9.71,9.61,4.94,2.93,101.27,7.05
2016,7,26,6.23,91.56,10.08,8.4,8.34,5.65,3.56,101.17,8.05
2016,7,27,5.07,82.94,1.02,7.14,7.12,2.29,3.77,102.36,3.2
2016,7,28,5.19,84.81,0.0,7.19,6.9,2.03,3.75,102.55,3.1
2016,7,29,5.98,86.81,0.0,8.38,8.4,2.22,3.66,102.13,3.52
2016,7,30,7.63,89.0,0.11,11.58,11.53,1.24,3.42,101.54,2.18
2016,7,31,8.36,95.06,7.9,12.25,12.0,2.47,3.04,101.19,3.71
2016,8,1,6.29,89.25,0.19,9.05,9.21,2.74,3.75,102.15,4.02
2016,8,2,5.8,86.81,0.0,8.26,8.48,1.72,3.84,102.58,2.55
2016,8,3,6.1,87.75,0.0,8.76,8.94,2.36,3.86,102.03,3.55
2016,8,4,7.63,86.94,0.0,12.21,11.87,0.92,3.52,101.39,1.55
2016,8,5,8.91,92.62,1.64,13.05,12.3,1.43,3.11,101.17,2.34
2016,8,6,5.74,76.12,0.01,10.61,10.36,2.2,4.1,101.57,3.56
2016,8,7,4.88,68.06,0.0,10.17,10.26,1.27,4.13,101.84,2.12
2016,8,8,7.08,85.12,3.11,11.31,10.71,1.86,3.84,101.78,2.88
2016,8,9,5.74,76.56,0.06,10.3,9.61,1.76,4.28,102.2,2.68
2016,8,10,5.62,78.62,0.0,9.69,9.23,1.84,4.3,102.39,3.1
2016,8,11,6.59,84.0,0.0,10.62,10.46,2.79,4.32,101.92,4.3
2016,8,12,7.63,83.69,0.0,12.69,12.51,2.35,4.11,101.5,3.7
2016,8,13,7.75,82.12,0.0,13.42,12.92,3.05,3.91,100.9,4.68
2016,8,14,6.04,71.06,0.0,12.19,11.16,1.13,4.32,101.01,2.04
2016,8,15,6.23,69.88,0.0,12.98,12.11,2.62,4.45,100.67,4.05
2016,8,16,6.35,71.81,0.0,12.38,11.94,2.12,4.3,100.45,3.41
2016,8,17,4.94,63.62,0.0,10.9,10.76,3.65,4.74,101.24,5.41
2016,8,18,5.37,67.94,0.0,11.52,10.62,2.0,4.66,101.67,3.09
2016,8,19,5.25,71.38,0.0,10.14,9.64,1.51,4.6,101.65,2.41
2016,8,20,5.19,81.0,0.0,7.79,8.22,3.8,4.74,102.45,5.45
2016,8,21,4.09,72.5,0.0,6.51,7.17,2.24,4.87,102.68,3.45
2016,8,22,5.92,74.94,0.0,11.17,11.12,3.3,4.8,101.88,4.96
2016,8,23,6.1,74.31,0.0,12.0,11.75,2.7,4.91,101.77,4.25
2016,8,24,7.14,79.06,0.0,13.15,12.86,2.23,4.86,101.51,3.62
2016,8,25,8.67,81.19,0.0,15.22,14.76,1.87,4.8,101.2,3.23
2016,8,26,10.38,81.5,0.38,17.73,17.27,1.99,4.34,100.8,3.3
2016,8,27,7.51,90.31,38.98,11.35,11.38,5.08,4.07,101.22,7.27
2016,8,28,6.23,84.62,0.03,9.87,10.36,3.54,4.92,101.92,5.09
2016,8,29,6.96,85.0,0.0,11.55,11.82,3.09,4.84,102.2,4.52
2016,8,30,6.96,83.62,0.0,11.38,11.58,1.27,4.92,101.48,2.02
2016,8,31,7.26,79.62,0.03,12.65,12.8,2.68,5.05,101.3,4.09
2016,9,1,4.64,67.31,0.31,9.33,9.42,3.02,5.24,102.53,4.52
2016,9,2,4.46,70.62,0.0,8.11,8.15,2.23,5.48,103.07,3.63
2016,9,3,4.58,77.38,0.01,7.17,7.74,3.16,5.56,103.29,4.71
2016,9,4,5.55,84.25,6.39,8.36,9.15,3.01,5.43,103.05,4.29
2016,9,5,6.29,90.19,14.19,8.98,9.12,4.96,5.21,102.36,7.12
2016,9,6,5.92,86.88,6.67,8.58,8.61,7.13,5.42,101.54,10.27
2016,9,7,6.77,84.25,0.21,11.17,11.38,2.95,5.51,101.7,4.33
2016,9,8,6.41,74.94,0.0,12.12,12.16,2.0,5.63,101.66,3.24
2016,9,9,7.87,78.12,0.0,14.55,13.9,2.87,5.55,101.51,4.54
2016,9,10,8.67,78.5,0.0,16.0,15.46,1.45,5.49,101.72,2.57
2016,9,11,10.25,83.5,0.0,17.51,17.33,2.36,5.6,101.29,3.73
2016,9,12,11.05,93.62,22.8,16.43,16.19,3.8,4.69,100.08,5.55
2016,9,13,6.35,74.81,0.08,11.83,12.12,7.02,5.76,100.42,10.12
2016,9,14,5.86,70.94,0.01,11.69,11.96,5.3,5.95,101.33,7.76
2016,9,15,5.98,71.44,0.0,12.05,12.14,1.26,6.09,101.68,2.05
2016,9,16,7.51,77.5,0.0,14.01,13.83,2.32,5.87,101.43,3.7
2016,9,17,8.36,77.69,0.04,15.74,16.0,2.05,5.53,101.24,3.07
2016,9,18,6.84,74.5,0.01,13.43,13.86,3.7,6.15,102.02,5.38
2016,9,19,7.2,84.81,0.0,12.02,13.03,2.36,6.08,102.38,3.46
2016,9,20,7.69,81.81,0.0,13.25,13.43,2.27,6.29,102.14,3.62
2016,9,21,9.22,80.56,0.0,16.26,16.23,2.84,6.11,101.68,4.38
2016,9,22,9.46,73.0,0.0,18.58,18.58,3.12,5.82,101.48,4.59
2016,9,23,5.0,66.88,0.0,10.68,11.45,3.59,6.8,102.56,5.29
2016,9,24,4.46,63.38,0.0,9.9,9.55,2.2,6.87,102.48,3.17
2016,9,25,5.25,62.56,0.0,11.99,11.52,1.88,6.92,102.09,2.84
2016,9,26,7.02,74.69,0.0,13.69,13.76,2.05,6.81,101.68,3.41
2016,9,27,8.06,74.5,0.0,16.08,15.98,2.24,6.7,101.49,3.67
2016,9,28,8.18,77.5,0.0,15.4,15.79,3.87,6.32,101.79,5.68
2016,9,29,6.1,72.94,0.0,12.08,12.75,4.05,6.7,102.18,5.8
2016,9,30,6.9,75.75,0.05,13.26,13.59,3.03,5.97,102.02,4.42
2016,10,1,8.06,78.69,0.01,14.87,15.34,2.89,6.82,102.16,4.3
2016,10,2,8.73,83.06,3.46,15.32,15.58,3.2,6.16,102.02,4.65
2016,10,3,9.16,82.06,0.06,16.27,16.8,3.24,6.58,101.82,4.77
2016,10,4,9.16,79.44,0.0,16.72,17.05,4.17,6.85,101.54,6.05
2016,10,5,8.91,86.81,0.93,14.75,14.8,3.35,6.7,101.52,4.9
2016,10,6,8.42,81.56,4.02,14.99,15.65,1.37,6.69,101.33,2.1
